gene	MvsTFC	MvsTpval	MvsLFC	MvsLpval	MvsSFC	MvsSpval	TvsLFC	TvsLpval	TvsSFC	TvsSpval	LvsSFC	LvsSpval
SCO4863	1,15	8,E-01	2,26	2,E-02	1,66	2,E-01	1,97	3,E-02	1,45	3,E-01	0,73	3,E-01
SCO4864	1,03	1,E+00	0,75	4,E-01	0,23	1,E-04	0,73	4,E-01	0,22	1,E-04	0,30	3,E-03
SCO4865	0,87	7,E-01	0,47	2,E-02	0,15	9,E-08	0,54	5,E-02	0,17	4,E-07	0,31	3,E-03
SCO4866	0,78	2,E-01	0,35	1,E-06	0,44	6,E-05	0,45	4,E-04	0,56	6,E-03	1,24	4,E-01
SCO4867	0,76	2,E-01	0,43	1,E-04	0,57	7,E-03	0,57	1,E-02	0,75	2,E-01	1,31	2,E-01
SCO4868	3,49	1,E-03	3,17	3,E-03	13,46	4,E-11	0,91	8,E-01	3,86	9,E-05	4,25	3,E-05
SCO4869	1,44	1,E-01	1,75	7,E-03	2,02	7,E-04	1,22	3,E-01	1,41	8,E-02	1,16	5,E-01
SCO4872	3,10	4,E-07	18,44	1,E-35	18,61	1,E-35	5,94	2,E-17	6,00	5,E-18	1,01	1,E+00
SCO4873	10,79	2,E-24	76,31	2,E-64	97,04	1,E-69	7,07	6,E-21	8,99	6,E-26	1,27	2,E-01
SCO4874	53,69	5,E-07	64,02	2,E-07	131,36	5,E-09	1,19	8,E-01	2,45	2,E-01	2,05	3,E-01
SCO4875	12,98	2,E-23	50,16	4,E-47	110,36	8,E-62	3,86	5,E-10	8,50	1,E-21	2,20	2,E-04
SCO4876	4,12	2,E-09	13,68	2,E-27	27,76	1,E-40	3,32	1,E-08	6,73	3,E-19	2,03	4,E-04
SCO4879	129,83	5,E-02	21,71	2,E-01	72,62	7,E-02	0,17	4,E-01	0,56	8,E-01	3,35	5,E-01
SCO4880	54,83	1,E-03	24,42	6,E-03	83,64	5,E-04	0,45	4,E-01	1,53	7,E-01	3,43	2,E-01
SCO4881	21,87	4,E-12	38,16	3,E-15	117,85	6,E-22	1,75	2,E-01	5,39	2,E-05	3,09	3,E-03
SCO4882	20,73	9,E-06	22,00	6,E-06	61,46	1,E-08	1,06	9,E-01	2,96	6,E-02	2,79	7,E-02
SCO4883	1,38	1,E-01	5,26	2,E-15	12,41	1,E-30	3,80	6,E-11	8,96	7,E-26	2,36	9,E-06
SCO4884	2,70	1,E-06	4,15	5,E-12	2,90	2,E-07	1,54	3,E-02	1,07	8,E-01	0,70	6,E-02
SCO4885	1,05	1,E+00	0,41	3,E-06	0,10	3,E-29	0,39	2,E-06	0,09	8,E-30	0,24	5,E-13
SCO4886	0,75	1,E-01	0,53	9,E-04	0,27	1,E-11	0,71	9,E-02	0,35	1,E-07	0,50	3,E-04
SCO4887	0,77	2,E-01	0,57	4,E-03	0,31	2,E-09	0,74	1,E-01	0,40	2,E-06	0,54	1,E-03
SCO4888	0,69	6,E-02	0,55	3,E-03	0,27	1,E-10	0,81	3,E-01	0,40	2,E-06	0,49	3,E-04
SCO4889	0,60	1,E-02	0,43	3,E-05	0,15	3,E-18	0,72	9,E-02	0,26	8,E-11	0,36	1,E-06
SCO4890	0,60	1,E-02	0,42	8,E-06	0,16	1,E-18	0,69	6,E-02	0,27	5,E-11	0,39	2,E-06
SCO4891	0,76	3,E-01	1,58	2,E-01	2,00	3,E-02	2,08	1,E-02	2,63	6,E-04	1,27	4,E-01
SCO4892	1,02	9,E-01	0,87	5,E-01	2,25	6,E-04	0,85	5,E-01	2,21	3,E-04	2,60	3,E-05
SCO4893	0,91	8,E-01	0,83	4,E-01	1,77	8,E-03	0,91	6,E-01	1,93	2,E-03	2,13	5,E-04
SCO4894	1,90	5,E-02	2,64	5,E-03	8,99	9,E-09	1,39	4,E-01	4,73	2,E-05	3,41	7,E-04
SCO4895	1,69	1,E-02	2,80	6,E-07	10,65	2,E-25	1,66	1,E-02	6,32	1,E-17	3,80	3,E-10
SCO4896	0,55	1,E-02	0,20	5,E-11	0,24	4,E-09	0,37	3,E-05	0,44	5,E-04	1,19	4,E-01
SCO4899	1,91	8,E-03	2,57	9,E-05	8,46	1,E-18	1,35	2,E-01	4,44	2,E-11	3,28	7,E-08
SCO4900	5,16	1,E-03	6,01	3,E-04	9,60	1,E-05	1,17	7,E-01	1,86	2,E-01	1,60	3,E-01
SCO4901	2,39	7,E-06	7,43	1,E-21	3,11	1,E-08	3,11	2,E-08	1,30	2,E-01	0,42	9,E-06
SCO4902	1,29	4,E-01	7,20	1,E-07	4,46	3,E-05	5,59	2,E-06	3,47	3,E-04	0,62	2,E-01
SCO4903	0,93	7,E-01	1,86	6,E-03	4,32	2,E-11	1,99	2,E-03	4,62	3,E-13	2,33	2,E-05
SCO4904	0,63	2,E-02	0,57	6,E-03	1,56	4,E-02	0,91	7,E-01	2,49	1,E-05	2,74	2,E-06
SCO4905	0,75	2,E-01	0,43	1,E-04	0,29	9,E-09	0,58	9,E-03	0,39	4,E-06	0,67	5,E-02
SCO4906	0,89	6,E-01	0,51	1,E-03	0,37	9,E-07	0,58	6,E-03	0,42	8,E-06	0,73	9,E-02
SCO4907	1,12	5,E-01	0,68	6,E-02	0,49	5,E-04	0,60	1,E-02	0,44	3,E-05	0,73	9,E-02
SCO4908	1,98	2,E-03	2,75	2,E-06	14,29	7,E-32	1,39	1,E-01	7,20	2,E-21	5,19	1,E-15
SCO4909	0,68	1,E-01	0,63	5,E-02	0,45	2,E-03	0,91	7,E-01	0,65	1,E-01	0,71	2,E-01
SCO4910	1,17	9,E-01	42,89	1,E-17	23,62	2,E-13	36,76	3,E-18	20,24	3,E-14	0,55	8,E-02
SCO4912	0,64	3,E-01	0,58	1,E-01	0,16	1,E-07	0,90	7,E-01	0,24	2,E-05	0,27	9,E-05
SCO4913	0,96	1,E+00	0,55	3,E-02	0,17	9,E-11	0,58	3,E-02	0,18	7,E-11	0,31	6,E-06
SCO4914	1,01	9,E-01	0,48	1,E-02	0,14	1,E-10	0,48	9,E-03	0,14	5,E-11	0,30	2,E-05
SCO4915	0,80	2,E-01	0,56	3,E-03	0,29	2,E-09	0,69	6,E-02	0,37	9,E-07	0,53	2,E-03
SCO4916	0,78	3,E-01	0,65	4,E-02	0,15	3,E-19	0,83	3,E-01	0,19	6,E-16	0,22	6,E-13
SCO4917	0,99	1,E+00	0,39	2,E-06	0,10	2,E-27	0,39	2,E-06	0,10	1,E-27	0,25	2,E-11
SCO4919	0,86	5,E-01	0,35	2,E-07	0,24	5,E-12	0,41	6,E-06	0,28	2,E-10	0,69	6,E-02
SCO4920	1,21	3,E-01	12,96	1,E-31	28,10	1,E-47	10,70	8,E-29	23,19	4,E-46	2,17	5,E-05
SCO4921	0,85	4,E-01	1,32	4,E-01	0,49	4,E-03	1,55	1,E-01	0,58	3,E-02	0,37	1,E-04
SCO4923	0,96	8,E-01	0,82	3,E-01	1,67	1,E-02	0,85	4,E-01	1,73	5,E-03	2,03	3,E-04
SCO4924	1,21	4,E-01	1,11	6,E-01	3,10	3,E-07	0,92	8,E-01	2,56	7,E-06	2,79	2,E-06
SCO4927	0,84	4,E-01	0,60	1,E-02	0,29	6,E-09	0,71	8,E-02	0,34	3,E-07	0,48	7,E-04
SCO4928	0,97	1,E+00	0,44	7,E-05	0,25	4,E-11	0,45	8,E-05	0,26	2,E-11	0,58	5,E-03
SCO4929	0,67	8,E-02	6,59	1,E-16	4,82	2,E-12	9,81	2,E-23	7,18	9,E-19	0,73	1,E-01
SCO4930	1,55	6,E-02	5,40	5,E-14	0,85	4,E-01	3,49	4,E-09	0,55	5,E-03	0,16	4,E-17
SCO4931	1,36	2,E-01	4,25	1,E-10	0,75	2,E-01	3,13	1,E-07	0,55	7,E-03	0,18	6,E-15
SCO4932	0,68	2,E-01	0,69	1,E-01	1,56	1,E-01	1,01	1,E+00	2,28	3,E-03	2,27	3,E-03
SCO4933	1,79	4,E-03	1,92	2,E-03	2,27	5,E-05	1,07	8,E-01	1,26	2,E-01	1,18	4,E-01
SCO4934	0,63	1,E-02	1,30	2,E-01	1,72	8,E-03	2,08	2,E-04	2,75	2,E-07	1,32	1,E-01
SCO4935	1,42	2,E-01	0,14	1,E-16	0,10	6,E-22	0,10	3,E-21	0,07	3,E-27	0,69	2,E-01
SCO4936	1,64	4,E-02	0,12	5,E-16	0,08	9,E-22	0,08	5,E-23	0,05	5,E-30	0,61	1,E-01
SCO4937	1,26	3,E-01	0,19	1,E-06	0,36	1,E-03	0,15	4,E-09	0,28	1,E-05	1,90	8,E-02
SCO4938	1,15	8,E-01	0,40	1,E-03	0,23	1,E-06	0,35	3,E-04	0,20	1,E-07	0,57	1,E-01
SCO4940	0,33	5,E-06	0,36	2,E-05	0,19	5,E-11	1,10	8,E-01	0,57	3,E-02	0,52	2,E-02
SCO4941	0,35	2,E-04	0,37	5,E-04	0,12	7,E-11	1,08	9,E-01	0,34	2,E-03	0,32	2,E-03
SCO4942	0,62	3,E-02	0,60	2,E-02	0,34	1,E-06	0,97	9,E-01	0,55	6,E-03	0,57	1,E-02
SCO4943	0,56	2,E-02	0,61	4,E-02	0,31	5,E-06	1,08	8,E-01	0,55	2,E-02	0,51	1,E-02
SCO4944	0,57	6,E-03	0,32	3,E-08	0,30	6,E-09	0,56	4,E-03	0,52	1,E-03	0,93	8,E-01
SCO4945	0,33	1,E-08	0,09	3,E-30	0,06	1,E-38	0,28	1,E-10	0,18	6,E-17	0,62	4,E-02
SCO4946	0,23	1,E-08	0,11	1,E-14	0,12	2,E-14	0,47	1,E-02	0,51	3,E-02	1,09	8,E-01
SCO4947	0,58	6,E-01	14,84	2,E-02	488,67	2,E-05	25,46	6,E-03	838,51	2,E-06	32,94	3,E-03
SCO4948	0,80	9,E-01	7,65	8,E-02	324,26	8,E-05	9,60	6,E-02	407,23	3,E-05	42,41	3,E-03
SCO4949	0,65	7,E-01	5,64	1,E-01	228,08	3,E-05	8,65	5,E-02	349,41	5,E-06	40,41	9,E-04
SCO4950	0,53	6,E-01	3,13	2,E-01	106,52	1,E-04	5,94	8,E-02	202,12	1,E-05	34,01	1,E-03
SCO4953	0,98	9,E-01	0,78	4,E-01	0,39	2,E-04	0,80	3,E-01	0,40	8,E-05	0,50	3,E-03
SCO4954	1,20	4,E-01	0,52	2,E-03	0,16	5,E-17	0,44	6,E-05	0,13	4,E-20	0,31	4,E-08
SCO4955	1,65	1,E-02	0,82	3,E-01	0,25	1,E-11	0,50	4,E-04	0,15	6,E-20	0,31	4,E-09
SCO4961	1,47	5,E-02	3,68	2,E-10	3,88	6,E-11	2,51	4,E-06	2,64	1,E-06	1,05	9,E-01
SCO4962	1,28	2,E-01	1,07	7,E-01	2,62	3,E-06	0,83	4,E-01	2,04	3,E-04	2,45	1,E-05
SCO4963	2,58	3,E-06	3,23	1,E-08	8,32	1,E-22	1,25	3,E-01	3,22	7,E-09	2,57	3,E-06
SCO4964	2,97	1,E-07	4,09	1,E-11	9,53	1,E-24	1,38	1,E-01	3,21	8,E-09	2,33	3,E-05
SCO4966	1,01	1,E+00	0,49	4,E-04	0,27	2,E-10	0,48	4,E-04	0,26	1,E-10	0,55	3,E-03
SCO4967	0,83	3,E-01	1,79	3,E-03	1,86	2,E-03	2,16	1,E-04	2,24	3,E-05	1,04	8,E-01
SCO4971	1,69	2,E-02	4,73	7,E-12	6,05	3,E-15	2,79	1,E-06	3,58	2,E-09	1,28	2,E-01
SCO4972	1,72	2,E-02	4,85	2,E-12	5,43	6,E-14	2,82	6,E-07	3,15	3,E-08	1,12	6,E-01
SCO4973	1,33	4,E-01	2,57	3,E-04	2,80	9,E-05	1,93	7,E-03	2,10	2,E-03	1,09	7,E-01
SCO4974	14,07	3,E-14	1,58	9,E-02	4,64	1,E-06	0,11	2,E-10	0,33	4,E-04	2,94	1,E-03
SCO4977	0,63	2,E-02	0,47	3,E-04	0,76	1,E-01	0,76	2,E-01	1,21	4,E-01	1,61	3,E-02
SCO4978	0,65	3,E-02	0,87	4,E-01	2,15	3,E-04	1,33	2,E-01	3,29	6,E-09	2,47	9,E-06
SCO4979	2,26	4,E-02	5,26	5,E-05	3,10	5,E-03	2,32	3,E-02	1,37	4,E-01	0,59	2,E-01
SCO4980	0,78	3,E-01	0,78	3,E-01	2,23	2,E-04	0,99	1,E+00	2,84	1,E-06	2,87	2,E-06
SCO4981	0,90	6,E-01	0,91	6,E-01	3,48	5,E-09	1,01	1,E+00	3,88	7,E-11	3,83	1,E-10
SCO4982	1,03	1,E+00	1,38	3,E-01	2,03	3,E-02	1,34	3,E-01	1,96	2,E-02	1,47	2,E-01
SCO4983	0,48	6,E-04	1,26	3,E-01	2,73	2,E-06	2,60	1,E-05	5,65	5,E-16	2,17	1,E-04
SCO4984	0,99	8,E-01	0,50	5,E-04	0,49	2,E-04	0,51	1,E-03	0,50	5,E-04	0,98	8,E-01
SCO4985	0,83	6,E-01	0,80	6,E-01	3,20	3,E-04	0,97	1,E+00	3,87	9,E-06	4,00	2,E-05
SCO4988	1,40	2,E-01	0,63	1,E-01	0,08	6,E-13	0,45	3,E-03	0,06	3,E-17	0,13	2,E-08
SCO4989	1,05	9,E-01	0,84	4,E-01	0,49	5,E-04	0,81	3,E-01	0,46	2,E-04	0,58	1,E-02
SCO4990	1,01	9,E-01	0,76	2,E-01	0,48	4,E-04	0,75	1,E-01	0,48	3,E-04	0,64	3,E-02
SCO4991	0,69	8,E-02	0,71	1,E-01	0,19	5,E-11	1,02	9,E-01	0,28	5,E-07	0,28	4,E-07
SCO4994	1,33	2,E-01	2,07	4,E-04	0,69	5,E-02	1,56	2,E-02	0,52	9,E-04	0,33	4,E-08
SCO4997	1,46	9,E-02	1,65	2,E-02	2,11	6,E-04	1,13	5,E-01	1,45	7,E-02	1,28	3,E-01
SCO4999	1,47	5,E-01	4,82	2,E-03	1,13	8,E-01	3,28	1,E-02	0,77	7,E-01	0,23	4,E-03
SCO5003	0,88	7,E-01	1,44	4,E-01	2,63	5,E-03	1,65	2,E-01	3,01	5,E-04	1,82	6,E-02
SCO5004	4,89	3,E-09	18,36	2,E-24	23,77	9,E-28	3,75	1,E-07	4,86	3,E-10	1,29	3,E-01
SCO5005	5,91	2,E-04	19,85	2,E-09	24,45	4,E-10	3,36	5,E-03	4,14	1,E-03	1,23	7,E-01
SCO5006	3,55	1,E-08	12,32	1,E-26	14,06	1,E-28	3,47	4,E-09	3,96	9,E-11	1,14	6,E-01
SCO5007	2,33	7,E-05	5,39	9,E-15	6,88	2,E-18	2,31	4,E-05	2,95	1,E-07	1,28	2,E-01
SCO5008	2,67	1,E-05	5,72	9,E-15	7,55	8,E-19	2,14	2,E-04	2,83	5,E-07	1,32	2,E-01
SCO5009	3,25	1,E-07	8,89	1,E-21	17,05	4,E-33	2,74	1,E-06	5,25	3,E-15	1,92	2,E-03
SCO5010	2,61	2,E-05	8,55	2,E-20	17,34	6,E-33	3,28	2,E-08	6,66	6,E-19	2,03	5,E-04
SCO5011	2,15	9,E-04	7,97	4,E-19	13,91	1,E-28	3,71	9,E-10	6,48	2,E-18	1,75	5,E-03
SCO5012	2,40	2,E-04	9,58	3,E-22	19,35	9,E-35	3,99	6,E-11	8,06	3,E-22	2,02	5,E-04
SCO5013	2,24	4,E-04	8,84	6,E-22	15,96	1,E-32	3,94	3,E-11	7,12	8,E-21	1,81	3,E-03
SCO5014	1,71	1,E-02	4,72	3,E-13	7,65	1,E-20	2,76	4,E-07	4,48	1,E-13	1,62	1,E-02
SCO5015	1,91	3,E-03	5,51	1,E-14	11,28	5,E-26	2,88	3,E-07	5,90	4,E-17	2,05	5,E-04
SCO5017	1,25	7,E-01	1,48	3,E-01	6,00	5,E-10	1,18	5,E-01	4,80	1,E-09	4,06	1,E-07
SCO5018	1,02	9,E-01	0,77	7,E-01	2,42	1,E-02	0,76	5,E-01	2,38	1,E-02	3,12	2,E-03
SCO5019	1,11	1,E+00	1,32	7,E-01	3,39	6,E-04	1,19	6,E-01	3,05	2,E-04	2,57	3,E-03
SCO5021	1,40	2,E-01	1,50	8,E-02	2,26	3,E-04	1,07	7,E-01	1,62	2,E-02	1,51	5,E-02
SCO5025	1,30	3,E-01	0,85	4,E-01	0,62	2,E-02	0,65	5,E-02	0,48	4,E-04	0,73	1,E-01
SCO5028	3,42	2,E-09	3,92	2,E-11	27,03	2,E-44	1,15	5,E-01	7,89	3,E-22	6,89	1,E-19
SCO5029	0,86	3,E-01	2,43	2,E-05	2,86	4,E-07	2,83	2,E-07	3,34	7,E-10	1,18	3,E-01
SCO5031	0,55	1,E-02	0,52	4,E-03	0,25	6,E-09	0,95	7,E-01	0,46	7,E-04	0,48	2,E-03
SCO5032	0,57	7,E-03	0,52	9,E-04	0,30	4,E-09	0,91	6,E-01	0,52	1,E-03	0,57	7,E-03
SCO5033	0,63	6,E-02	0,70	1,E-01	1,31	2,E-01	1,11	7,E-01	2,08	7,E-04	1,88	4,E-03
SCO5034	0,84	3,E-01	1,03	1,E+00	4,46	7,E-13	1,23	3,E-01	5,34	1,E-16	4,35	3,E-13
SCO5035	0,86	5,E-01	1,05	9,E-01	5,95	1,E-16	1,22	4,E-01	6,89	7,E-20	5,65	2,E-16
SCO5036	0,86	5,E-01	1,07	8,E-01	5,60	3,E-15	1,25	3,E-01	6,54	2,E-18	5,22	9,E-15
SCO5037	0,66	6,E-02	0,74	1,E-01	0,46	9,E-04	1,12	7,E-01	0,70	1,E-01	0,63	7,E-02
SCO5042	0,68	6,E-02	2,27	6,E-05	1,46	6,E-02	3,34	5,E-09	2,14	1,E-04	0,64	3,E-02
SCO5043	0,35	4,E-05	0,24	1,E-07	0,14	2,E-12	0,71	2,E-01	0,41	2,E-03	0,58	8,E-02
SCO5044	1,12	5,E-01	1,10	6,E-01	0,56	5,E-03	0,98	9,E-01	0,50	4,E-04	0,51	7,E-04
SCO5045	1,60	3,E-02	1,94	2,E-03	2,85	2,E-06	1,21	4,E-01	1,78	7,E-03	1,47	7,E-02
SCO5046	3,17	2,E-08	3,86	7,E-11	3,55	1,E-09	1,22	3,E-01	1,12	6,E-01	0,92	6,E-01
SCO5047	0,93	7,E-01	1,48	1,E-01	0,48	2,E-03	1,58	6,E-02	0,52	5,E-03	0,33	3,E-06
SCO5048	0,80	3,E-01	0,37	9,E-07	0,20	6,E-15	0,46	2,E-04	0,25	1,E-11	0,54	2,E-03
SCO5049	0,27	5,E-06	0,09	1,E-13	0,07	4,E-16	0,34	1,E-03	0,26	3,E-05	0,76	5,E-01
SCO5050	0,41	1,E-04	0,16	4,E-13	0,11	1,E-17	0,38	2,E-04	0,26	3,E-07	0,69	2,E-01
SCO5053	0,43	9,E-03	0,28	3,E-04	0,13	8,E-08	0,66	3,E-01	0,31	3,E-03	0,47	1,E-01
SCO5054	0,84	6,E-01	0,41	4,E-03	0,46	1,E-02	0,48	2,E-02	0,55	4,E-02	1,14	7,E-01
SCO5065	0,42	3,E-03	0,65	1,E-01	0,21	6,E-07	1,54	2,E-01	0,51	3,E-02	0,33	5,E-04
SCO5068	1,00	9,E-01	0,66	1,E-01	0,43	3,E-03	0,67	1,E-01	0,43	2,E-03	0,65	1,E-01
SCO5069	0,79	6,E-01	1,77	9,E-02	1,37	3,E-01	2,24	2,E-02	1,74	9,E-02	0,77	5,E-01
SCO5070	2,15	7,E-03	1,21	5,E-01	1,64	8,E-02	0,56	4,E-02	0,76	3,E-01	1,36	3,E-01
SCO5071	2,65	6,E-01	32,63	6,E-09	121,77	1,E-21	12,33	1,E-08	46,02	4,E-23	3,73	4,E-06
SCO5072	2,51	2,E-02	23,24	1,E-23	49,01	2,E-36	9,26	1,E-17	19,52	4,E-31	2,11	4,E-04
SCO5073	0,94	1,E+00	9,19	2,E-16	19,69	2,E-28	9,80	4,E-18	20,98	8,E-32	2,14	4,E-04
SCO5074	1,31	5,E-01	24,96	1,E-30	58,18	6,E-47	19,01	4,E-30	44,32	2,E-48	2,33	2,E-05
SCO5075	0,85	5,E-01	5,69	1,E-08	9,52	2,E-13	6,70	2,E-10	11,21	3,E-16	1,67	4,E-02
SCO5076	1,16	6,E-01	1,85	1,E-02	3,10	6,E-07	1,59	4,E-02	2,67	4,E-06	1,68	1,E-02
SCO5077	1,37	1,E-01	2,83	2,E-06	6,91	1,E-18	2,06	7,E-04	5,04	8,E-15	2,44	7,E-06
SCO5078	1,14	5,E-01	2,60	6,E-06	5,26	7,E-15	2,29	1,E-04	4,63	2,E-13	2,02	3,E-04
SCO5079	1,30	2,E-01	5,86	4,E-14	12,17	7,E-26	4,50	5,E-11	9,35	4,E-23	2,08	3,E-04
SCO5080	0,90	7,E-01	4,49	7,E-06	9,31	3,E-11	5,00	8,E-07	10,37	5,E-13	2,07	1,E-02
SCO5081	1,05	1,E+00	2,83	5,E-05	5,23	3,E-11	2,70	4,E-05	4,99	7,E-12	1,85	5,E-03
SCO5083	0,74	1,E-01	0,49	9,E-04	2,18	3,E-04	0,66	7,E-02	2,96	2,E-07	4,46	6,E-12
SCO5084	0,85	4,E-01	0,51	2,E-03	2,13	3,E-04	0,60	2,E-02	2,50	8,E-06	4,17	4,E-11
SCO5085	1,05	9,E-01	1,89	2,E-02	7,93	1,E-16	1,80	1,E-02	7,56	5,E-18	4,19	3,E-10
SCO5086	0,75	5,E-01	2,47	1,E-02	30,52	8,E-25	3,27	9,E-04	40,46	6,E-30	12,37	9,E-18
SCO5087	1,19	7,E-01	7,57	2,E-12	25,45	1,E-30	6,36	3,E-12	21,39	3,E-32	3,36	4,E-08
SCO5088	1,10	9,E-01	6,56	4,E-10	20,01	4,E-25	5,98	3,E-10	18,25	6,E-27	3,05	1,E-06
SCO5089	1,34	7,E-01	4,27	2,E-03	23,56	5,E-16	3,18	7,E-03	17,54	1,E-16	5,51	4,E-08
SCO5090	0,99	9,E-01	2,98	1,E-04	9,91	1,E-17	3,01	1,E-04	10,01	1,E-18	3,32	3,E-07
SCO5091	0,81	4,E-01	2,77	5,E-04	5,42	1,E-09	3,43	8,E-06	6,69	3,E-13	1,95	5,E-03
SCO5092	0,80	7,E-01	2,19	1,E-02	5,16	1,E-08	2,75	2,E-03	6,46	1,E-10	2,35	1,E-03
SCO5093	1,17	6,E-01	2,39	8,E-03	2,04	3,E-02	2,05	3,E-02	1,75	8,E-02	0,85	7,E-01
SCO5094	1,06	1,E+00	2,31	1,E-02	1,81	8,E-02	2,18	1,E-02	1,71	8,E-02	0,78	4,E-01
SCO5097	1,58	3,E-01	2,22	4,E-02	1,63	2,E-01	1,40	4,E-01	1,03	9,E-01	0,74	4,E-01
SCO5100	3,23	4,E-08	10,27	7,E-26	9,13	1,E-23	3,18	1,E-08	2,83	2,E-07	0,89	5,E-01
SCO5101	2,13	2,E-04	2,07	3,E-04	3,07	3,E-08	0,97	9,E-01	1,44	7,E-02	1,49	4,E-02
SCO5102	1,63	1,E-02	1,62	2,E-02	2,14	2,E-04	1,00	9,E-01	1,31	2,E-01	1,32	2,E-01
SCO5104	1,96	4,E-04	1,81	1,E-03	3,91	8,E-12	0,92	8,E-01	2,00	4,E-04	2,16	1,E-04
SCO5105	0,68	7,E-02	0,58	1,E-02	1,77	7,E-03	0,84	5,E-01	2,59	5,E-06	3,07	2,E-07
SCO5106	1,21	8,E-01	1,06	1,E+00	4,09	1,E-04	0,88	8,E-01	3,37	2,E-04	3,85	1,E-04
SCO5107	1,70	3,E-01	1,29	6,E-01	5,02	6,E-04	0,76	6,E-01	2,95	1,E-02	3,89	3,E-03
SCO5108	5,01	9,E-03	3,45	4,E-02	15,35	1,E-05	0,69	5,E-01	3,06	4,E-02	4,45	8,E-03
SCO5109	2,15	8,E-02	2,27	6,E-02	7,16	3,E-05	1,06	9,E-01	3,33	7,E-03	3,15	1,E-02
SCO5110	1,19	8,E-01	8,57	1,E-06	10,61	2,E-07	7,18	3,E-06	8,90	3,E-07	1,24	6,E-01
SCO5111	0,57	3,E-03	0,57	2,E-03	0,44	2,E-05	0,99	9,E-01	0,77	2,E-01	0,77	2,E-01
SCO5114	0,89	5,E-01	0,51	4,E-04	0,43	8,E-06	0,57	5,E-03	0,48	2,E-04	0,83	3,E-01
SCO5115	0,87	4,E-01	0,50	2,E-04	0,34	2,E-08	0,58	5,E-03	0,39	1,E-06	0,67	4,E-02
SCO5116	0,87	4,E-01	0,51	4,E-04	0,29	6,E-10	0,59	6,E-03	0,34	4,E-08	0,57	6,E-03
SCO5117	0,79	2,E-01	0,33	9,E-06	0,49	2,E-03	0,41	8,E-04	0,61	5,E-02	1,49	1,E-01
SCO5123	2,95	2,E-07	5,48	3,E-16	5,64	2,E-16	1,86	1,E-03	1,91	8,E-04	1,03	9,E-01
SCO5124	1,52	3,E-02	1,76	3,E-03	2,25	6,E-05	1,15	4,E-01	1,47	5,E-02	1,28	3,E-01
SCO5125	2,98	9,E-05	11,84	3,E-19	17,44	4,E-24	3,97	1,E-08	5,85	8,E-13	1,47	1,E-01
SCO5126	1,24	2,E-01	0,74	2,E-01	0,49	9,E-04	0,60	1,E-02	0,40	4,E-06	0,67	4,E-02
SCO5127	1,19	3,E-01	0,76	3,E-01	0,49	1,E-03	0,64	3,E-02	0,41	2,E-05	0,64	4,E-02
SCO5129	0,36	3,E-03	0,41	1,E-02	0,30	8,E-04	1,14	7,E-01	0,84	6,E-01	0,74	4,E-01
SCO5130	0,44	2,E-01	0,25	3,E-02	0,34	7,E-02	0,57	4,E-01	0,78	7,E-01	1,36	7,E-01
SCO5131	0,65	2,E-01	0,34	4,E-03	0,39	8,E-03	0,53	1,E-01	0,61	2,E-01	1,14	7,E-01
SCO5132	1,17	5,E-01	0,61	2,E-02	0,34	3,E-07	0,52	2,E-03	0,29	5,E-09	0,56	6,E-03
SCO5135	1,24	6,E-01	2,69	1,E-02	1,02	9,E-01	2,16	4,E-02	0,82	6,E-01	0,38	1,E-02
SCO5136	0,78	4,E-01	1,34	2,E-01	0,60	5,E-02	1,72	3,E-02	0,76	3,E-01	0,44	1,E-03
SCO5137	2,01	2,E-01	73,25	3,E-10	27,13	2,E-07	36,39	2,E-08	13,48	8,E-06	0,37	8,E-02
SCO5138	0,86	4,E-01	0,98	9,E-01	2,27	1,E-04	1,15	5,E-01	2,65	2,E-06	2,31	5,E-05
SCO5139	0,88	5,E-01	0,43	4,E-05	0,38	2,E-06	0,49	5,E-04	0,43	2,E-05	0,88	5,E-01
SCO5140	1,28	2,E-01	2,18	5,E-05	2,81	1,E-07	1,70	8,E-03	2,19	5,E-05	1,29	2,E-01
SCO5141	0,96	9,E-01	0,66	6,E-02	0,46	4,E-04	0,69	8,E-02	0,48	5,E-04	0,70	9,E-02
SCO5146	0,93	7,E-01	0,65	3,E-02	0,38	4,E-06	0,70	9,E-02	0,41	2,E-05	0,58	1,E-02
SCO5147	1,02	9,E-01	2,45	1,E-03	6,51	4,E-10	2,40	2,E-03	6,38	2,E-10	2,66	6,E-04
SCO5148	0,86	6,E-01	1,95	3,E-03	4,28	9,E-10	2,26	4,E-04	4,94	1,E-11	2,19	7,E-04
SCO5153	0,86	6,E-01	0,70	2,E-01	0,40	9,E-05	0,81	4,E-01	0,47	5,E-04	0,58	1,E-02
SCO5155	0,96	7,E-01	0,57	6,E-03	0,38	4,E-06	0,59	2,E-02	0,40	2,E-05	0,67	6,E-02
SCO5156	0,86	6,E-01	1,38	8,E-02	0,46	4,E-04	1,60	2,E-02	0,53	2,E-03	0,33	2,E-07
SCO5157	0,81	8,E-01	8,21	2,E-05	1,92	1,E-01	10,10	3,E-06	2,36	6,E-02	0,23	2,E-03
SCO5158	0,99	9,E-01	0,76	3,E-01	0,32	6,E-07	0,77	2,E-01	0,33	2,E-07	0,43	7,E-05
